dataset,classifier,metric,author,value_name,value
Car Evaluation,tree,f1,vitor-oliveira,v2,0.9855072464
Car Evaluation,knn,acc,vitor-oliveira,v2,0.9132947977
Car Evaluation,knn,f1,vitor-oliveira,v2,0.9281767956
bank,perceptron,f1,ana--beatriz,v3,0.5299760641
bank,perceptron,acc,ana--beatriz,v3,0.8772123894
bank,svm,f1,ana--beatriz,v3,0.4657210402
bank,svm,acc,ana--beatriz,v3,0.8716814159
bank,bayes,f1,ana--beatriz,v3,0.6541804382
bank,bayes,acc,ana--beatriz,v3,0.8340707965
bank,tree,f1,ana--beatriz,v3,0.7441626219
bank,tree,acc,ana--beatriz,v3,0.8971238938
bank,knn,f1,ana--beatriz,v3,0.5116694599
bank,knn,acc,ana--beatriz,v3,0.8705752212
glass_identification,perceptron,f1,andrey--jodar,v3,0.4771275034
glass_identification,perceptron,acc,andrey--jodar,v3,0.5952380952
glass_identification,svm,f1,andrey--jodar,v3,0.3629911884
glass_identification,svm,acc,andrey--jodar,v3,0.5476190476
glass_identification,bayes,f1,andrey--jodar,v3,0.4201680672
glass_identification,bayes,acc,andrey--jodar,v3,0.5238095238
glass_identification,tree,f1,andrey--jodar,v3,0.6284608295
glass_identification,tree,acc,andrey--jodar,v3,0.6666666667
glass_identification,knn,f1,andrey--jodar,v3,0.3845679012
glass_identification,knn,acc,andrey--jodar,v3,0.6904761905
spambase,perceptron,f1,arthur--heiji,v3,0.9006550602
spambase,perceptron,acc,arthur--heiji,v3,0.9032608696
spambase,svm,f1,arthur--heiji,v3,0.9222507597
spambase,svm,acc,arthur--heiji,v3,0.925
spambase,bayes,f1,arthur--heiji,v3,0.8367590279
spambase,bayes,acc,arthur--heiji,v3,0.8369565217
spambase,tree,f1,arthur--heiji,v3,0.9079907991
spambase,tree,acc,arthur--heiji,v3,0.9119565217
spambase,knn,f1,arthur--heiji,v3,0.8962012401
spambase,knn,acc,arthur--heiji,v3,0.9
winequality-red,perceptron,acc,arthur-hydeki,v3,0.660742813
winequality-red,perceptron,f1,arthur-hydeki,v3,0.7249569968
winequality-red,svm,acc,arthur-hydeki,v3,0.9032182302
winequality-red,svm,f1,arthur-hydeki,v3,0.9131599676
winequality-red,bayes,acc,arthur-hydeki,v3,0.8321288362
winequality-red,bayes,f1,arthur-hydeki,v3,0.958259585
winequality-red,knn,acc,arthur-hydeki,v3,0.8251064636
winequality-red,knn,f1,arthur-hydeki,v3,0.8553915065
winequality-red,tree,acc,arthur-hydeki,v3,0.796424379
winequality-red,tree,f1,arthur-hydeki,v3,0.8038961394
insurance,perceptron,acc,arthur-protazio,v3,0.8432835821
insurance,perceptron,f1,arthur-protazio,v3,0.839081687
insurance,tree,acc,arthur-protazio,v3,0.8507462687
insurance,tree,f1,arthur-protazio,v3,0.8518589254
insurance,tree,acc,arthur-protazio,v3,0.9029850746
insurance,tree,f1,arthur-protazio,v3,0.9024542386
insurance,knn,acc,arthur-protazio,v3,0.8134328358
insurance,knn,f1,arthur-protazio,v3,0.8069218797
insurance,svm,acc,arthur-protazio,v3,0.9104477612
insurance,svm,f1,arthur-protazio,v3,0.9090466041
column_2C.csv,perceptron,f1,eduardo-barbeiro,v3,0.7254637835
column_2C.csv,perceptron,acc,eduardo-barbeiro,v3,0.7580645161
column_2C.csv,svm,f1,eduardo-barbeiro,v3,0.4746291959
column_2C.csv,svm,acc,eduardo-barbeiro,v3,0.6451612903
column_2C.csv,bayes,f1,eduardo-barbeiro,v3,0.7432950192
column_2C.csv,bayes,acc,eduardo-barbeiro,v3,0.7741935484
column_2C.csv,tree,f1,eduardo-barbeiro,v3,0.6895268474
column_2C.csv,tree,acc,eduardo-barbeiro,v3,0.7580645161
column_2C.csv,knn,f1,eduardo-barbeiro,v3,0.7130647131
column_2C.csv,knn,acc,eduardo-barbeiro,v3,0.7419354839
Automobile,perceptron,f1,eduardo-cavazin,v3,0.6636363636
Automobile,perceptron,acc,eduardo-cavazin,v3,0.6774193548
Automobile,svm,f1,eduardo-cavazin,v3,0.1815652174
Automobile,svm,acc,eduardo-cavazin,v3,0.3548387097
Automobile,bayes,f1,eduardo-cavazin,v3,0.5336363636
Automobile,bayes,acc,eduardo-cavazin,v3,0.5806451613
Automobile,tree,f1,eduardo-cavazin,v3,0.8107961604
Automobile,tree,acc,eduardo-cavazin,v3,0.8387096774
Automobile,knn,f1,eduardo-cavazin,v3,0.4142704518
Automobile,knn,acc,eduardo-cavazin,v3,0.5483870968
accelerator-mobile,perceptron,f1,gregory--soares,v3,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v3,0.982
accelerator-mobile,svm,f1,gregory--soares,v3,0.782
accelerator-mobile,svm,acc,gregory--soares,v3,0.987
accelerator-mobile,bayes,f1,gregory--soares,v3,0.495
accelerator-mobile,bayes,acc,gregory--soares,v3,0.982
accelerator-mobile,tree,f1,gregory--soares,v3,0.924
accelerator-mobile,tree,acc,gregory--soares,v3,0.995
accelerator-mobile,knn,f1,gregory--soares,v3,0.83
accelerator-mobile,knn,acc,gregory--soares,v3,0.988
iris,perceptron,acc,gustavo--cruz-v2,v3,0.0666666667
iris,perceptron,f1,gustavo--cruz-v2,v3,0.0416666667
iris,svm,acc,gustavo--cruz-v2,v3,0.9666666667
iris,svm,f1,gustavo--cruz-v2,v3,0.9647473561
iris,bayes,acc,gustavo--cruz-v2,v3,0.9
iris,bayes,f1,gustavo--cruz-v2,v3,0.4736842105
iris,tree,acc,gustavo--cruz-v2,v3,1.0
iris,tree,f1,gustavo--cruz-v2,v3,1.0
iris,knn,acc,gustavo--cruz-v2,v3,1.0
iris,knn,f1,gustavo--cruz-v2,v3,1.0
garments-workers,perceptron,acc,isaque--cruz,v3,0.6719457014
garments-workers,perceptron,f1,isaque--cruz,v3,0.65934761
garments-workers,svm,acc,isaque--cruz,v3,0.7511312217
garments-workers,svm,f1,isaque--cruz,v3,0.4909326967
garments-workers,bayes,acc,isaque--cruz,v3,0.7805429864
garments-workers,bayes,f1,isaque--cruz,v3,0.6451855836
garments-workers,tree,acc,isaque--cruz,v3,0.8031674208
garments-workers,tree,f1,isaque--cruz,v3,0.7359563292
garments-workers,knn,acc,isaque--cruz,v3,0.7918552036
garments-workers,knn,f1,isaque--cruz,v3,0.7311719907
wine,perceptron,acc,larissa-v2,v3,0.9722222222
wine,perceptron,f1,larissa-v2,v3,0.9709618875
wine,svm,acc,larissa-v2,v3,0.9722222222
wine,svm,f1,larissa-v2,v3,0.9709618875
wine,bayes,acc,larissa-v2,v3,1.0
wine,bayes,f1,larissa-v2,v3,1.0
wine,knn,acc,larissa-v2,v3,0.9166666667
wine,knn,f1,larissa-v2,v3,0.9162962963
wine,tree,acc,larissa-v2,v3,0.9722222222
wine,tree,f1,larissa-v2,v3,0.9740129935
tic-tac-toe,perceptron,f1,leandro-menoni,v3,0.51
tic-tac-toe,perceptron,acc,leandro-menoni,v3,0.52
tic-tac-toe,svm,f1,leandro-menoni,v3,0.45
tic-tac-toe,svm,acc,leandro-menoni,v3,0.71
tic-tac-toe,bayes,f1,leandro-menoni,v3,0.59
tic-tac-toe,bayes,acc,leandro-menoni,v3,0.73
tic-tac-toe,tree,f1,leandro-menoni,v3,0.85
tic-tac-toe,tree,acc,leandro-menoni,v3,0.87
tic-tac-toe,knn,f1,leandro-menoni,v3,0.81
tic-tac-toe,knn,acc,leandro-menoni,v3,0.85
wine-white,tree,acc,lucas-v2,v3,0.7681307457
wine-white,tree,f1,lucas-v2,v3,0.7350347253
wine-white,knn,acc,lucas-v2,v3,0.773237998
wine-white,knn,f1,lucas-v2,v3,0.7322605919
wine-white,bayes,acc,lucas-v2,v3,0.7436159346
wine-white,bayes,f1,lucas-v2,v3,0.7019606178
wine-white,perceptron,acc,lucas-v2,v3,0.7538304392
wine-white,perceptron,f1,lucas-v2,v3,0.7168024006
wine-white,svm,acc,lucas-v2,v3,0.759959142
wine-white,svm,f1,lucas-v2,v3,0.6593733945
data.csv,perceptron,acc,luiz-miguel-silva,v3,0.6475
data.csv,perceptron,f1,luiz-miguel-silva,v3,0.5593097457
data.csv,svm,acc,luiz-miguel-silva,v3,0.7375
data.csv,svm,f1,luiz-miguel-silva,v3,0.618557973
data.csv,bayes,acc,luiz-miguel-silva,v3,0.6625
data.csv,bayes,f1,luiz-miguel-silva,v3,0.5305674718
data.csv,knn,acc,luiz-miguel-silva,v3,0.68
data.csv,knn,f1,luiz-miguel-silva,v3,0.5707945914
data.csv,tree,acc,luiz-miguel-silva,v3,0.6475
data.csv,tree,f1,luiz-miguel-silva,v3,0.5786900342
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v3,0.95
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v3,0.9505392997
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v3,0.9714285714
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v3,0.9715631307
breast-cancer-wisconsin.csv,bayes,acc,mateus--raskoski,v3,0.9642857143
breast-cancer-wisconsin.csv,bayes,f1,mateus--raskoski,v3,0.9645308651
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v3,0.9642857143
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v3,0.9643722285
breast-cancer-wisconsin.csv,tree,acc,mateus--raskoski,v3,0.9357142857
breast-cancer-wisconsin.csv,tree,f1,mateus--raskoski,v3,0.9347985348
iris,perceptron,acc,pablo-v2,v3,0.8
iris,perceptron,f1,pablo-v2,v3,0.7802197802
iris,svm,acc,pablo-v2,v3,1.0
iris,svm,f1,pablo-v2,v3,1.0
iris,bayes,acc,pablo-v2,v3,1.0
iris,bayes,f1,pablo-v2,v3,1.0
iris,knn,acc,pablo-v2,v3,1.0
iris,knn,f1,pablo-v2,v3,1.0
iris,tree,acc,pablo-v2,v3,1.0
iris,tree,f1,pablo-v2,v3,1.0
bank,perceptron,acc,rafael-leonardo,v3,0.6719125859
bank,perceptron,f1,rafael-leonardo,v3,0.5666356054
bank,svm,acc,rafael-leonardo,v3,0.6782697899
bank,svm,f1,rafael-leonardo,v3,0.7055287957
bank,bayes,acc,rafael-leonardo,v3,0.8107937706
bank,bayes,f1,rafael-leonardo,v3,0.7919299938
bank,knn,acc,rafael-leonardo,v3,0.6260799566
bank,knn,f1,rafael-leonardo,v3,0.7700512987
bank,tree,acc,rafael-leonardo,v3,0.711437328
bank,tree,f1,rafael-leonardo,v3,0.572574885
Rice,perceptron,acc,rafael-scarpelli,v3,0.4666666667
Rice,perceptron,f1,rafael-scarpelli,v3,0.3996373996
Rice,svm,acc,rafael-scarpelli,v3,1.0
Rice,svm,f1,rafael-scarpelli,v3,1.0
Rice,bayes,acc,rafael-scarpelli,v3,0.9666666667
Rice,bayes,f1,rafael-scarpelli,v3,0.9665831245
Rice,knn,acc,rafael-scarpelli,v3,0.9666666667
Rice,knn,f1,rafael-scarpelli,v3,0.9665831245
Rice,tree,acc,rafael-scarpelli,v3,0.9333333333
Rice,tree,f1,rafael-scarpelli,v3,0.9326599327
Mushroom,perceptron,f1,renato-augusto-v2,v3,0.9497635934
Mushroom,perceptron,acc,renato-augusto-v2,v3,0.9497635934
Mushroom,svm,f1,renato-augusto-v2,v3,0.9725177305
Mushroom,svm,acc,renato-augusto-v2,v3,0.9725177305
Mushroom,bayes,f1,renato-augusto-v2,v3,0.6693262411
Mushroom,bayes,acc,renato-augusto-v2,v3,0.6693262411
Mushroom,tree,f1,renato-augusto-v2,v3,1.0
Mushroom,tree,acc,renato-augusto-v2,v3,1.0
Mushroom,knn,f1,renato-augusto-v2,v3,1.0
Mushroom,knn,acc,renato-augusto-v2,v3,1.0
car.csv,perceptron,f1,romulo-jordao,v3,0.6159908732
car.csv,perceptron,acc,romulo-jordao,v3,0.8753623188
car.csv,svm,f1,romulo-jordao,v3,0.9603252697
car.csv,svm,acc,romulo-jordao,v3,0.968115942
car.csv,bayes,f1,romulo-jordao,v3,0.7693750773
car.csv,bayes,acc,romulo-jordao,v3,0.7971014493
car.csv,knn,f1,romulo-jordao,v3,0.6004324699
car.csv,knn,acc,romulo-jordao,v3,0.8666666667
car.csv,tree,f1,romulo-jordao,v3,0.9331776664
car.csv,tree,acc,romulo-jordao,v3,0.9710144928
mushroom,perceptron,acc,thalles--barros,v3,0.9378078818
mushroom,perceptron,f1,thalles--barros,v3,0.9325101601
mushroom,svm,acc,thalles--barros,v3,0.9993842365
mushroom,svm,f1,thalles--barros,v3,0.9993147931
mushroom,bayes,acc,thalles--barros,v3,0.8713054187
mushroom,bayes,f1,thalles--barros,v3,0.8572859969
mushroom,tree,acc,thalles--barros,v3,1.0
mushroom,tree,f1,thalles--barros,v3,1.0
mushroom,knn,acc,thalles--barros,v3,0.9993842365
mushroom,knn,f1,thalles--barros,v3,0.9993147931
dataset_name,classifier_name,metric,vitor--garcia,v3,
agaricus-lepiota,perceptron,f1,vitor--garcia,v3,0.9562040838
agaricus-lepiota,perceptron,acc,vitor--garcia,v3,0.9592198582
agaricus-lepiota,svm,f1,vitor--garcia,v3,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v3,1.0
agaricus-lepiota,bayes,f1,vitor--garcia,v3,0.5692927292
agaricus-lepiota,bayes,acc,vitor--garcia,v3,0.6923758865
agaricus-lepiota,tree,f1,vitor--garcia,v3,1.0
agaricus-lepiota,tree,acc,vitor--garcia,v3,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v3,0.9962210549
agaricus-lepiota,knn,acc,vitor--garcia,v3,0.9964539007
Car Evaluation,perceptron,acc,vitor-oliveira,v3,0.7803468208
Car Evaluation,perceptron,f1,vitor-oliveira,v3,0.7047619048
Car Evaluation,svm,acc,vitor-oliveira,v3,0.8815028902
Car Evaluation,svm,f1,vitor-oliveira,v3,0.76
Car Evaluation,bayes,acc,vitor-oliveira,v3,0.7398843931
Car Evaluation,bayes,f1,vitor-oliveira,v3,0.5454545455
Car Evaluation,tree,acc,vitor-oliveira,v3,0.9768786127
Car Evaluation,tree,f1,vitor-oliveira,v3,0.9855072464
Car Evaluation,knn,acc,vitor-oliveira,v3,0.9132947977
Car Evaluation,knn,f1,vitor-oliveira,v3,0.9281767956
bank,perceptron,f1,ana--beatriz,v4,0.489672143
bank,perceptron,acc,ana--beatriz,v4,0.8705752212
bank,svm,f1,ana--beatriz,v4,0.4644549763
bank,svm,acc,ana--beatriz,v4,0.8672566372
bank,bayes,f1,ana--beatriz,v4,0.6318495839
bank,bayes,acc,ana--beatriz,v4,0.8163716814
bank,tree,f1,ana--beatriz,v4,0.6710458624
bank,tree,acc,ana--beatriz,v4,0.8716814159
bank,knn,f1,ana--beatriz,v4,0.47740194
bank,knn,acc,ana--beatriz,v4,0.8595132743
glass_identification,perceptron,f1,andrey--jodar,v4,0.4332218506
glass_identification,perceptron,acc,andrey--jodar,v4,0.2380952381
glass_identification,svm,f1,andrey--jodar,v4,0.1567099567
glass_identification,svm,acc,andrey--jodar,v4,0.4523809524
glass_identification,bayes,f1,andrey--jodar,v4,0.3691520468
glass_identification,bayes,acc,andrey--jodar,v4,0.5
glass_identification,tree,f1,andrey--jodar,v4,0.5107038123
glass_identification,tree,acc,andrey--jodar,v4,0.6904761905
glass_identification,knn,f1,andrey--jodar,v4,0.4401709402
glass_identification,knn,acc,andrey--jodar,v4,0.5952380952
spambase,perceptron,f1,arthur--heiji,v4,0.839918918
spambase,perceptron,acc,arthur--heiji,v4,0.8510869565
spambase,svm,f1,arthur--heiji,v4,0.9268284369
spambase,svm,acc,arthur--heiji,v4,0.9315217391
spambase,bayes,f1,arthur--heiji,v4,0.7989013704
spambase,bayes,acc,arthur--heiji,v4,0.8
spambase,tree,f1,arthur--heiji,v4,0.9165217391
spambase,tree,acc,arthur--heiji,v4,0.9217391304
spambase,knn,f1,arthur--heiji,v4,0.8935367986
spambase,knn,acc,arthur--heiji,v4,0.9010869565
winequality-red,perceptron,acc,arthur-hydeki,v4,0.8523365125
winequality-red,perceptron,f1,arthur-hydeki,v4,0.7445640073
winequality-red,svm,acc,arthur-hydeki,v4,0.8974214965
winequality-red,svm,f1,arthur-hydeki,v4,0.9037852558
winequality-red,bayes,acc,arthur-hydeki,v4,0.9044793942
winequality-red,bayes,f1,arthur-hydeki,v4,0.8492563554
winequality-red,knn,acc,arthur-hydeki,v4,0.7873628391
winequality-red,knn,f1,arthur-hydeki,v4,0.9617108065
winequality-red,tree,acc,arthur-hydeki,v4,0.8279995992
winequality-red,tree,f1,arthur-hydeki,v4,0.8433610612
insurance,perceptron,acc,arthur-protazio,v4,0.8470149254
insurance,perceptron,f1,arthur-protazio,v4,0.8412045544
insurance,tree,acc,arthur-protazio,v4,0.828358209
insurance,tree,f1,arthur-protazio,v4,0.8285076571
insurance,tree,acc,arthur-protazio,v4,0.8880597015
insurance,tree,f1,arthur-protazio,v4,0.8880839314
insurance,knn,acc,arthur-protazio,v4,0.7910447761
insurance,knn,f1,arthur-protazio,v4,0.789209078
insurance,svm,acc,arthur-protazio,v4,0.8843283582
insurance,svm,f1,arthur-protazio,v4,0.8835551357
column_2C.csv,perceptron,f1,eduardo-barbeiro,v4,0.5832332762
column_2C.csv,perceptron,acc,eduardo-barbeiro,v4,0.7258064516
column_2C.csv,svm,f1,eduardo-barbeiro,v4,0.5028985507
column_2C.csv,svm,acc,eduardo-barbeiro,v4,0.6612903226
column_2C.csv,bayes,f1,eduardo-barbeiro,v4,0.7056774643
column_2C.csv,bayes,acc,eduardo-barbeiro,v4,0.7580645161
column_2C.csv,tree,f1,eduardo-barbeiro,v4,0.6302997769
column_2C.csv,tree,acc,eduardo-barbeiro,v4,0.6935483871
column_2C.csv,knn,f1,eduardo-barbeiro,v4,0.6828271395
column_2C.csv,knn,acc,eduardo-barbeiro,v4,0.7258064516
Automobile,perceptron,f1,eduardo-cavazin,v4,0.6126984127
Automobile,perceptron,acc,eduardo-cavazin,v4,0.6451612903
Automobile,svm,f1,eduardo-cavazin,v4,0.253046595
Automobile,svm,acc,eduardo-cavazin,v4,0.5161290323
Automobile,bayes,f1,eduardo-cavazin,v4,0.3914285714
Automobile,bayes,acc,eduardo-cavazin,v4,0.4516129032
Automobile,tree,f1,eduardo-cavazin,v4,0.6799422799
Automobile,tree,acc,eduardo-cavazin,v4,0.8709677419
Automobile,knn,f1,eduardo-cavazin,v4,0.4261437908
Automobile,knn,acc,eduardo-cavazin,v4,0.5483870968
accelerator-mobile,perceptron,f1,gregory--soares,v4,0.496
accelerator-mobile,perceptron,acc,gregory--soares,v4,0.984
accelerator-mobile,svm,f1,gregory--soares,v4,0.827
accelerator-mobile,svm,acc,gregory--soares,v4,0.99
accelerator-mobile,bayes,f1,gregory--soares,v4,0.62
accelerator-mobile,bayes,acc,gregory--soares,v4,0.975
accelerator-mobile,tree,f1,gregory--soares,v4,0.907
accelerator-mobile,tree,acc,gregory--soares,v4,0.994
accelerator-mobile,knn,f1,gregory--soares,v4,0.843
accelerator-mobile,knn,acc,gregory--soares,v4,0.99
iris,perceptron,acc,gustavo--cruz-v2,v4,0.7
iris,perceptron,f1,gustavo--cruz-v2,v4,0.6996662959
iris,svm,acc,gustavo--cruz-v2,v4,0.3333333333
iris,svm,f1,gustavo--cruz-v2,v4,0.25
iris,bayes,acc,gustavo--cruz-v2,v4,0.9666666667
iris,bayes,f1,gustavo--cruz-v2,v4,0.9657142857
iris,tree,acc,gustavo--cruz-v2,v4,0.7
iris,tree,f1,gustavo--cruz-v2,v4,0.4117647059
iris,knn,acc,gustavo--cruz-v2,v4,1.0
iris,knn,f1,gustavo--cruz-v2,v4,1.0
garments-workers,perceptron,acc,isaque--cruz,v4,0.7692307692
garments-workers,perceptron,f1,isaque--cruz,v4,0.610808011
garments-workers,svm,acc,isaque--cruz,v4,0.7375565611
garments-workers,svm,f1,isaque--cruz,v4,0.4701554233
garments-workers,bayes,acc,isaque--cruz,v4,0.7760180995
garments-workers,bayes,f1,isaque--cruz,v4,0.6588947873
garments-workers,tree,acc,isaque--cruz,v4,0.7918552036
garments-workers,tree,f1,isaque--cruz,v4,0.7199217566
garments-workers,knn,acc,isaque--cruz,v4,0.7850678733
garments-workers,knn,f1,isaque--cruz,v4,0.7134238311
wine,perceptron,acc,larissa-v2,v4,0.9714285714
wine,perceptron,f1,larissa-v2,v4,0.9696394687
wine,svm,acc,larissa-v2,v4,0.9714285714
wine,svm,f1,larissa-v2,v4,0.9696394687
wine,bayes,acc,larissa-v2,v4,1.0
wine,bayes,f1,larissa-v2,v4,1.0
wine,knn,acc,larissa-v2,v4,1.0
wine,knn,f1,larissa-v2,v4,1.0
wine,tree,acc,larissa-v2,v4,0.9428571429
wine,tree,f1,larissa-v2,v4,0.9375
tic-tac-toe,perceptron,f1,leandro-menoni,v4,0.4
tic-tac-toe,perceptron,acc,leandro-menoni,v4,0.61
tic-tac-toe,svm,f1,leandro-menoni,v4,0.42
tic-tac-toe,svm,acc,leandro-menoni,v4,0.62
tic-tac-toe,bayes,f1,leandro-menoni,v4,0.52
tic-tac-toe,bayes,acc,leandro-menoni,v4,0.66
tic-tac-toe,tree,f1,leandro-menoni,v4,0.86
tic-tac-toe,tree,acc,leandro-menoni,v4,0.86
tic-tac-toe,knn,f1,leandro-menoni,v4,0.77
tic-tac-toe,knn,acc,leandro-menoni,v4,0.81
wine-white,tree,acc,lucas-v2,v4,0.7497446374
wine-white,tree,f1,lucas-v2,v4,0.7167797281
wine-white,knn,acc,lucas-v2,v4,0.7660878447
wine-white,knn,f1,lucas-v2,v4,0.7309035259
wine-white,bayes,acc,lucas-v2,v4,0.6996935649
wine-white,bayes,f1,lucas-v2,v4,0.6635188216
wine-white,perceptron,acc,lucas-v2,v4,0.6016343207
wine-white,perceptron,f1,lucas-v2,v4,0.6006338647
wine-white,svm,acc,lucas-v2,v4,0.7017364658
wine-white,svm,f1,lucas-v2,v4,0.593600373
data.csv,perceptron,acc,luiz-miguel-silva,v4,0.675
data.csv,perceptron,f1,luiz-miguel-silva,v4,0.5940008043
data.csv,svm,acc,luiz-miguel-silva,v4,0.745
data.csv,svm,f1,luiz-miguel-silva,v4,0.6463982584
data.csv,bayes,acc,luiz-miguel-silva,v4,0.68
data.csv,bayes,f1,luiz-miguel-silva,v4,0.5750612075
data.csv,knn,acc,luiz-miguel-silva,v4,0.68
data.csv,knn,f1,luiz-miguel-silva,v4,0.5923602008
data.csv,tree,acc,luiz-miguel-silva,v4,0.65
data.csv,tree,f1,luiz-miguel-silva,v4,0.5998562342
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v4,0.9642857143
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v4,0.9643674312
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v4,0.9642857143
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v4,0.9645168427
breast-cancer-wisconsin.csv,bayes,acc,mateus--raskoski,v4,0.9642857143
breast-cancer-wisconsin.csv,bayes,f1,mateus--raskoski,v4,0.9645168427
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v4,0.9714285714
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v4,0.9714285714
breast-cancer-wisconsin.csv,tree,acc,mateus--raskoski,v4,0.9285714286
breast-cancer-wisconsin.csv,tree,f1,mateus--raskoski,v4,0.9285714286
iris,perceptron,acc,pablo-v2,v4,0.6666666667
iris,perceptron,f1,pablo-v2,v4,0.5341880342
iris,svm,acc,pablo-v2,v4,0.9333333333
iris,svm,f1,pablo-v2,v4,0.9333333333
iris,bayes,acc,pablo-v2,v4,0.9333333333
iris,bayes,f1,pablo-v2,v4,0.9333333333
iris,knn,acc,pablo-v2,v4,0.9666666667
iris,knn,f1,pablo-v2,v4,0.9665831245
iris,tree,acc,pablo-v2,v4,0.8666666667
iris,tree,f1,pablo-v2,v4,0.8653198653
bank,perceptron,acc,rafael-leonardo,v4,0.7301722902
bank,perceptron,f1,rafael-leonardo,v4,0.5243164728
bank,svm,acc,rafael-leonardo,v4,0.6681235059
bank,svm,f1,rafael-leonardo,v4,0.5902503882
bank,bayes,acc,rafael-leonardo,v4,0.7065304702
bank,bayes,f1,rafael-leonardo,v4,0.7181560141
bank,knn,acc,rafael-leonardo,v4,0.6264583818
bank,knn,f1,rafael-leonardo,v4,0.7292640883
bank,tree,acc,rafael-leonardo,v4,0.7624734956
bank,tree,f1,rafael-leonardo,v4,0.5612949767
Rice,perceptron,acc,rafael-scarpelli,v4,0.6666666667
Rice,perceptron,f1,rafael-scarpelli,v4,0.5341880342
Rice,svm,acc,rafael-scarpelli,v4,1.0
Rice,svm,f1,rafael-scarpelli,v4,1.0
Rice,bayes,acc,rafael-scarpelli,v4,0.9666666667
Rice,bayes,f1,rafael-scarpelli,v4,0.9665831245
Rice,knn,acc,rafael-scarpelli,v4,0.9666666667
Rice,knn,f1,rafael-scarpelli,v4,0.9665831245
Rice,tree,acc,rafael-scarpelli,v4,0.9666666667
Rice,tree,f1,rafael-scarpelli,v4,0.9665831245
Mushroom,perceptron,f1,renato-augusto-v2,v4,0.9552304965
Mushroom,perceptron,acc,renato-augusto-v2,v4,0.9552304965
Mushroom,svm,f1,renato-augusto-v2,v4,0.9725177305
Mushroom,svm,acc,renato-augusto-v2,v4,0.9725177305
Mushroom,bayes,f1,renato-augusto-v2,v4,0.6693262411
Mushroom,bayes,acc,renato-augusto-v2,v4,0.6693262411
Mushroom,tree,f1,renato-augusto-v2,v4,1.0
Mushroom,tree,acc,renato-augusto-v2,v4,1.0
Mushroom,knn,f1,renato-augusto-v2,v4,1.0
Mushroom,knn,acc,renato-augusto-v2,v4,1.0
car.csv,perceptron,f1,romulo-jordao,v4,0.8015956911
car.csv,perceptron,acc,romulo-jordao,v4,0.9188405797
car.csv,svm,f1,romulo-jordao,v4,0.9150881748
car.csv,svm,acc,romulo-jordao,v4,0.9710144928
car.csv,bayes,f1,romulo-jordao,v4,0.7383986928
car.csv,bayes,acc,romulo-jordao,v4,0.8202898551
car.csv,knn,f1,romulo-jordao,v4,0.531972494
car.csv,knn,acc,romulo-jordao,v4,0.8347826087
car.csv,tree,f1,romulo-jordao,v4,0.9182754853
car.csv,tree,acc,romulo-jordao,v4,0.9623188406
mushroom,perceptron,acc,thalles--barros,v4,0.7444581281
mushroom,perceptron,f1,thalles--barros,v4,0.659556842
mushroom,svm,acc,thalles--barros,v4,0.9322660099
mushroom,svm,f1,thalles--barros,v4,0.895883845
mushroom,bayes,acc,thalles--barros,v4,0.7789408867
mushroom,bayes,f1,thalles--barros,v4,0.6873464594
mushroom,tree,acc,thalles--barros,v4,0.9938423645
mushroom,tree,f1,thalles--barros,v4,0.9890874296
mushroom,knn,acc,thalles--barros,v4,0.9033251232
mushroom,knn,f1,thalles--barros,v4,0.8586500662
dataset_name,classifier_name,metric,vitor--garcia,v4,
